id,level,floor,cells1,cells2,cells3,cells4,cells5,
277,32,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1007,1009,1010,1015,1014,-1,-1,-1,-1]","[-1,-1,-1,-1,1004,1009,1001,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
278,32,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1004,1005,1008,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1005,1014,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
279,32,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1005,1005,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1005,1007,1011,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
280,32,7,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1015,1015,1002,1002,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,1011,1008,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
281,32,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1002,1006,1010,1015,1015,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1007,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,1007,-1,1011,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1014,1005,-1,-1,-1,-1,-1]",
282,32,9,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1014,1011,1005,1015,1011,1002,-1,-1,-1]","[-1,-1,-1,1006,-1,-1,-1,-1,1005,-1,-1,-1]","[-1,-1,-1,1001,-1,-1,-1,-1,1005,-1,-1,-1]","[-1,-1,-1,1010,1013,1012,1012,1014,1015,-1,-1,-1]",
283,32,10,"[-1,-1,1008,1010,1002,1005,1005,1010,1005,-1,-1,-1]","[-1,-1,1012,-1,-1,-1,-1,-1,1008,-1,-1,-1]","[-1,-1,1001,-1,-1,-1,-1,-1,1004,-1,-1,-1]","[-1,-1,1008,-1,-1,-1,-1,-1,1008,-1,-1,-1]","[-1,-1,1005,1012,1007,1012,1006,1001,1006,-1,-1,-1]",
284,32,11,"[-1,-1,-1,1005,1005,1008,1012,1002,1002,-1,-1,-1]","[-1,-1,-1,1001,1013,-1,-1,1008,1014,-1,-1,-1]","[-1,-1,-1,1011,-1,-1,-1,-1,1015,-1,-1,-1]","[-1,-1,-1,1007,-1,-1,-1,-1,1006,-1,-1,-1]","[-1,-1,-1,1001,1004,1005,1015,1002,1015,-1,-1,-1]",
285,32,12,"[-1,-1,1008,1015,1007,1011,1015,1005,1011,-1,-1,-1]","[-1,-1,1005,-1,-1,-1,-1,-1,1004,-1,-1,-1]","[-1,-1,1002,-1,-1,-1,-1,-1,1006,-1,-1,-1]","[-1,-1,1007,-1,-1,-1,-1,-1,1009,-1,-1,-1]","[-1,-1,1006,1004,1007,1005,1015,1012,1011,-1,-1,-1]",
286,32,13,"[-1,-1,-1,1014,1006,1008,1007,1007,1005,-1,-1,-1]","[-1,-1,-1,1011,-1,-1,-1,-1,1013,-1,-1,-1]","[-1,-1,-1,1001,-1,-1,-1,-1,1001,-1,-1,-1]","[-1,-1,-1,1014,-1,-1,-1,-1,1011,-1,-1,-1]","[-1,-1,-1,1015,1012,1012,1007,1008,1009,-1,-1,-1]",
287,33,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1013,1006,1018,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
288,33,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,1002,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1015,-1,1006,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1038,-1,1002,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
289,33,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1006,1009,1009,1027,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,1007,1006,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
290,33,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1020,1006,1002,1019,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1027,1029,1006,1009,1008,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
291,33,5,"[-1,-1,-1,1015,1020,-1,-1,1027,1038,-1,-1,-1]","[-1,-1,-1,-1,1006,-1,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,1012,-1,-1,1020,-1,-1,-1,-1]","[-1,-1,-1,1015,1007,1029,1008,1012,1019,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
292,33,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1008,-1,1029,-1,1002,-1,1008,-1,-1,-1]","[-1,-1,1013,-1,1039,-1,1006,-1,1002,-1,-1,-1]","[-1,-1,1018,-1,1018,-1,1039,-1,1020,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
293,33,7,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1002,1002,1020,-1,-1,1018,1038,1006,-1,-1]","[-1,-1,1018,1007,1018,1039,1038,1013,1012,1013,-1,-1]","[-1,-1,-1,1002,1007,-1,-1,1015,1013,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
294,33,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,1010,1039,1009,1007,1008,1029,1007,1020,1002,-1,-1]","[-1,1008,-1,1018,1038,-1,1013,1039,-1,1020,-1,-1]","[-1,1018,-1,1038,-1,1008,-1,1029,-1,1038,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
295,33,9,"[-1,-1,1018,1002,1013,1009,1002,1020,1010,1002,-1,-1]","[-1,-1,1009,-1,1020,-1,-1,1008,-1,1013,-1,-1]","[-1,-1,1006,-1,1029,-1,-1,1010,-1,1029,-1,-1]","[-1,-1,1038,1008,1038,1009,1018,1008,1002,1002,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
296,33,10,"[-1,-1,-1,1008,1019,1029,1039,1038,-1,-1,-1,-1]","[-1,-1,1006,1002,1029,-1,1029,1012,1018,-1,-1,-1]","[-1,-1,1008,1009,-1,-1,-1,1006,1002,-1,-1,-1]","[-1,-1,1018,1038,1012,-1,1002,1012,1002,-1,-1,-1]","[-1,-1,-1,1029,1009,1029,1015,1038,-1,-1,-1,-1]",
297,34,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1029,1026,1018,1039,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
298,34,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,1032,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1038,-1,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1040,-1,1026,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
299,34,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1018,1007,1042,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,1036,-1,-1,1018,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1039,1041,1036,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
300,34,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1009,1020,1032,1020,1036,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1018,1006,1010,1019,1010,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
301,34,5,"[-1,-1,-1,1032,1039,-1,-1,1009,1042,-1,-1,-1]","[-1,-1,-1,-1,1020,-1,-1,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,1006,-1,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,1018,1026,1002,1006,1019,1039,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
302,34,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1036,1030,1002,1009,1040,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,1026,-1,-1,-1,-1,-1]","[-1,-1,-1,1027,1027,-1,1008,1030,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
303,34,7,"[-1,-1,-1,-1,1017,1018,1007,1032,-1,-1,-1,-1]","[-1,-1,1019,1017,1026,1006,1010,1032,1038,1042,-1,-1]","[-1,-1,1019,1008,1026,1018,1007,1007,1015,1040,-1,-1]","[-1,-1,-1,-1,1036,1032,1008,1039,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
304,34,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1010,-1,1017,-1,1015,-1,-1,-1,-1]","[-1,-1,1036,1040,1038,1002,1002,1029,1009,-1,-1,-1]","[-1,-1,-1,1026,-1,1059,-1,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
305,34,9,"[-1,1017,1010,1041,1026,1019,1013,1032,1017,1019,1039,-1]","[-1,1036,1036,1010,1020,1059,-1,-1,-1,-1,1018,-1]","[-1,1009,-1,-1,-1,-1,1019,1040,1030,1015,1009,-1]","[-1,1007,1042,1019,1013,1002,1019,1006,1015,1013,1015,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
306,34,10,"[-1,-1,1020,-1,-1,-1,-1,-1,1029,-1,-1,-1]","[1032,1015,1042,1017,1018,-1,1038,1039,1006,1018,1015,-1]","[1032,1019,1026,1036,1018,1015,1019,1038,1018,1040,1039,-1]","[1041,1015,1042,1009,1020,-1,1038,1019,1015,1039,1015,-1]","[-1,-1,1027,-1,-1,-1,-1,-1,1059,-1,-1,-1]",
307,35,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1023,1010,1007,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
308,35,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1007,1007,1007,1019,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,1023,-1,-1,-1,-1,-1]",
309,35,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1007,1013,1008,1019,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,1020,-1,-1,-1,-1]",
310,35,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1017,1017,1010,1024,1023,1012,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,1024,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,1006,-1,-1,-1,-1]",
311,35,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1023,1023,1006,1023,1010,1018,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,1023,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,1021,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,1024,-1,-1,-1]",
312,35,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1020,1006,1008,1021,1024,1018,1010,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,1017,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,1010,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,1024,-1,-1,-1]",
313,35,7,"[-1,-1,1012,1023,1011,1007,1006,1019,1021,1012,-1,-1]","[-1,-1,-1,-1,-1,1020,1023,1006,-1,1013,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,1013,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,1010,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,1024,-1,-1]",
314,35,8,"[-1,-1,1023,1010,1008,1010,1018,1010,1023,1006,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,1023,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,1011,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,1011,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,1015,-1,-1]",
315,35,9,"[-1,-1,-1,1006,-1,-1,-1,-1,1006,-1,-1,-1]","[-1,-1,-1,-1,-1,1007,1007,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1001,1007,-1,-1,-1,-1,-1]","[-1,-1,-1,1001,-1,-1,-1,-1,1007,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
316,35,10,"[-1,-1,1001,1002,-1,-1,-1,1003,1007,-1,-1,-1]","[-1,-1,1008,1005,-1,1003,-1,1004,1005,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,1003,-1,-1,-1,-1,-1]","[-1,-1,1003,1003,-1,1004,-1,1007,1001,-1,-1,-1]","[-1,-1,1001,1001,-1,-1,-1,1008,1005,-1,-1,-1]",
317,35,11,"[-1,-1,-1,1003,-1,1005,1008,-1,1006,-1,-1,-1]","[-1,-1,-1,-1,1007,1004,1002,1007,-1,-1,-1,-1]","[-1,-1,-1,-1,1008,1003,1007,1001,-1,-1,-1,-1]","[-1,-1,-1,1008,-1,1005,1007,-1,1004,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
318,35,12,"[-1,-1,1008,1002,-1,1005,-1,1005,1003,-1,-1,-1]","[-1,-1,1004,1002,1003,1007,1005,1008,1008,-1,-1,-1]","[-1,-1,-1,1007,-1,1008,-1,1008,-1,-1,-1,-1]","[-1,-1,1002,1005,1008,1002,1007,1007,1004,-1,-1,-1]","[-1,-1,1002,1002,-1,1005,-1,1004,-1,-1,-1,-1]",
319,35,13,"[-1,-1,-1,1006,-1,1003,-1,-1,1008,-1,-1,-1]","[-1,-1,-1,1005,-1,1001,1003,1001,1003,-1,-1,-1]","[-1,-1,-1,1004,1005,-1,1004,1001,1001,-1,-1,-1]","[-1,-1,-1,1007,-1,1007,1008,-1,1002,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
320,35,14,"[-1,-1,1004,1005,-1,1001,-1,1006,1003,-1,-1,-1]","[-1,-1,1005,1007,-1,1008,-1,1002,1007,-1,-1,-1]","[-1,-1,1004,1001,1001,1007,1005,1007,1003,-1,-1,-1]","[-1,-1,1003,1005,-1,1005,-1,1005,1004,-1,-1,-1]","[-1,-1,1002,1001,-1,1002,-1,1006,1008,-1,-1,-1]",
321,35,15,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
322,35,16,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1013,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
323,35,17,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1005,1009,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,1010,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
324,35,18,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,-1,1011,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,1013,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,-1,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
325,35,19,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1009,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
326,35,20,"[-1,-1,-1,-1,1002,-1,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,-1,1010,-1,-1,-1,-1]","[-1,-1,-1,-1,1010,1013,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,1015,-1,-1,1010,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
327,35,21,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,1013,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,1015,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
328,35,22,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1010,-1,1005,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,1011,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,-1,1010,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
329,35,23,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1009,-1,-1,1013,-1,-1,-1,-1,-1]","[-1,-1,-1,1010,-1,-1,1005,-1,-1,-1,-1,-1]","[-1,-1,-1,1013,-1,-1,1011,-1,-1,-1,-1,-1]","[-1,-1,-1,1013,-1,-1,1011,-1,-1,-1,-1,-1]",
330,35,24,"[-1,-1,-1,1009,-1,-1,-1,1005,-1,-1,-1,-1]","[-1,-1,-1,1010,-1,-1,-1,1003,-1,-1,-1,-1]","[-1,-1,-1,1011,-1,-1,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,1015,-1,-1,-1,1011,-1,-1,-1,-1]","[-1,-1,-1,1002,-1,-1,-1,1011,-1,-1,-1,-1]",
331,35,25,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,-1,-1,-1,-1,1015,-1,-1,-1,-1]","[-1,-1,1010,-1,-1,-1,-1,1003,-1,-1,-1,-1]","[-1,-1,1005,-1,-1,-1,-1,1003,-1,-1,-1,-1]","[-1,-1,1011,-1,-1,-1,-1,1005,-1,-1,-1,-1]",
332,36,1,"[-1,-1,1019,1007,1009,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1002,1008,1011,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1008,1009,1005,1013,1011,1019,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1001,1023,1019,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1006,1005,1015,-1,-1,-1,-1]",
333,36,2,"[-1,-1,1007,1006,1023,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,1009,1015,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1023,1001,1004,1008,1004,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1011,1006,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1005,1013,1004,-1,-1,-1,-1]",
334,36,3,"[-1,-1,1007,1015,1006,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1009,1010,1010,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1006,1007,1006,1007,1004,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,1009,1004,1010,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1015,1007,1009,-1,-1,-1,-1]",
335,36,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1004,1019,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1007,1007,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,1009,1009,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1007,1019,-1,-1,-1,-1,-1]",
336,36,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1009,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,1019,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
337,37,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1008,-1,-1,1007,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,-1,1017,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
338,37,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1002,1002,1006,1007,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,1008,1007,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1009,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
339,37,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1008,1010,1019,1017,1007,1019,-1,-1,-1]","[-1,-1,-1,-1,1005,1011,1013,1020,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1008,1017,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
340,37,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1007,1004,1009,1001,1020,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1010,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
341,37,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1004,1005,1008,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1017,1020,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
342,37,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1017,1005,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1005,1007,1011,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
343,37,7,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1015,1015,1007,1007,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,1004,1008,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
344,37,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1006,1002,1010,1015,1015,-1,-1,-1,-1]","[-1,-1,-1,1019,-1,1007,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,1007,-1,1004,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1020,1005,-1,-1,-1,-1,-1]",
345,37,9,"[-1,-1,-1,1010,1004,1005,1015,1011,1015,-1,-1,-1]","[-1,-1,-1,1020,-1,-1,-1,-1,1002,-1,-1,-1]","[-1,-1,-1,1006,-1,-1,-1,-1,1017,-1,-1,-1]","[-1,-1,-1,1001,1013,1004,1004,1020,1017,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
346,37,10,"[-1,-1,1008,1010,1002,1017,1005,1010,1005,-1,-1,-1]","[-1,-1,1019,-1,-1,-1,-1,-1,1008,-1,-1,-1]","[-1,-1,1001,-1,-1,-1,-1,-1,1004,-1,-1,-1]","[-1,-1,1008,-1,-1,-1,-1,-1,1008,-1,-1,-1]","[-1,-1,1005,1004,1007,1019,1006,1001,1006,-1,-1,-1]",
